#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Sep 20 23:33:32 EDT 2020,37,37,Assignment2Suite,DimensionTest0+ GetTest0+ KeysTest0+ KeysTest3+ KeysTest5+ MinMaxTest0+ MinMaxTest1+ PutTest0+ PutTest1+ PutTest3+ PutTest4+ PutTest5+ PutTest6+ RemoveTest0+ StructureTest0+ , ,DimensionTest1- DimensionTest2- DimensionTest3- DimensionTest4- GetTest1- GetTest2- GetTest3- GetTest4- KeysTest1- KeysTest2- KeysTest4- KeysTest6- MinMaxTest2- MinMaxTest3- MinMaxTest4- MinMaxTest5- MinMaxTest6- MinMaxTest7- PutTest2- RemoveTest1- RemoveTest2- RemoveTest3- StructureTest1- StructureTest2- StructureTest3- , ,
1,Sun Sep 20 23:43:27 EDT 2020,37,0,Assignment2Suite,DimensionTest0 GetTest0 KeysTest0 KeysTest3 KeysTest5 MinMaxTest0 MinMaxTest1 PutTest0 PutTest1 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 StructureTest0 , ,DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest1 KeysTest2 KeysTest4 KeysTest6 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest2 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest1 StructureTest2 StructureTest3 , ,
2,Sun Sep 20 23:45:52 EDT 2020,37,0,Assignment2Suite,DimensionTest0 GetTest0 KeysTest0 KeysTest3 KeysTest5 MinMaxTest0 MinMaxTest1 PutTest0 PutTest1 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 StructureTest0 , ,DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest1 KeysTest2 KeysTest4 KeysTest6 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest2 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest1 StructureTest2 StructureTest3 , ,
3,Sun Sep 20 23:57:32 EDT 2020,37,0,Assignment2Suite,DimensionTest0 GetTest0 KeysTest0 KeysTest3 KeysTest5 MinMaxTest0 MinMaxTest1 PutTest0 PutTest1 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 StructureTest0 , ,DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest1 KeysTest2 KeysTest4 KeysTest6 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest2 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest1 StructureTest2 StructureTest3 , ,
4,Mon Sep 21 11:17:12 EDT 2020,37,0,Assignment2Suite,DimensionTest0 GetTest0 KeysTest0 KeysTest3 KeysTest5 MinMaxTest0 MinMaxTest1 PutTest0 PutTest1 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 StructureTest0 , ,DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest1 KeysTest2 KeysTest4 KeysTest6 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest2 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest1 StructureTest2 StructureTest3 , ,
5,Mon Sep 21 11:41:46 EDT 2020,0,-37,Assignment2Suite, , ,DimensionTest0- DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest0- GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0- KeysTest1 KeysTest2 KeysTest3- KeysTest4 KeysTest5- KeysTest6 MinMaxTest0- MinMaxTest1- MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0- PutTest1- PutTest2 PutTest3- PutTest4- PutTest5- PutTest6- RemoveTest0- RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0- StructureTest1 StructureTest2 StructureTest3 , ,
6,Mon Sep 21 11:42:12 EDT 2020,0,0,Assignment2Suite, , ,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,
7,Mon Sep 21 11:42:42 EDT 2020,0,0,Assignment2Suite, , ,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,
8,Mon Sep 21 11:44:04 EDT 2020,0,0,Assignment2Suite, , ,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,
9,Mon Sep 21 11:45:53 EDT 2020,0,0,Assignment2Suite, , ,DimensionTest0 DimensionTest1 DimensionTest2 DimensionTest3 DimensionTest4 GetTest0 GetTest1 GetTest2 GetTest3 GetTest4 KeysTest0 KeysTest1 KeysTest2 KeysTest3 KeysTest4 KeysTest5 KeysTest6 MinMaxTest0 MinMaxTest1 MinMaxTest2 MinMaxTest3 MinMaxTest4 MinMaxTest5 MinMaxTest6 MinMaxTest7 PutTest0 PutTest1 PutTest2 PutTest3 PutTest4 PutTest5 PutTest6 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 StructureTest0 StructureTest1 StructureTest2 StructureTest3 , ,
